Name,Affiliation,Google Scholar Profile,ORCID Profile,Research Gate Profile,Research Interests/Focus,Taxonomy Tags
Fernanda L. Cross,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=CewfhHYAAAAJ,https://orcid.org/0000-0002-0770-9464,https://www.researchgate.net/profile/Fernanda-Cross,"Latinx mixed-status families, undocumented immigrants, ethnic-racial socialization, discrimination experiences, adolescent mental health and academic outcomes","Latinx, Families and Family Dynamics, Immigration, Race and ethnicity, Discrimination, Children and adolescents, Mental and behavioral health"
Ashley E. Cureton,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=Ehr5pD0AAAAJ,https://orcid.org/0000-0001-8392-2040,https://www.researchgate.net/profile/Ashley-Cureton-3,"Explores the educational and mental health needs and outcomes of refugee and migrant children and youth and their families. She seeks to understand how displacement and exploitation impact their overall academic and social development, sense of belonging and cultural identity.","Education, Mental and behavioral health, Refugees, Children and adolescents, Families and Family Dynamics, Identity, Culture"
William Elliott III,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=NnqytUcAAAAJ,https://orcid.org/0000-0002-6096-662X,https://www.researchgate.net/profile/William-Elliott-9,"Economic, educational, and racial disparities; social policy; mental health; child development","Economic issues, Education, Race and ethnicity, Disparities, Policy, Mental and behavioral health, Human development, Children and adolescents"
James M. Ellis,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=bW9Nl0kAAAAJ,https://orcid.org/0000-0002-9318-5141,https://www.researchgate.net/profile/James-Ellis-30,"K-20 education and career pathways of low income and racial minority students, education pipeline intervensions, racism and discrimination in secondary and postsecondary settings, program evaluation, and underrepresented students’ college preparation, access, and success","Education, Labor and employment, Economic issues, Poverty, Race and ethnicity, Discrimination, Program evaluation"
Katrina R. Ellis,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=xIJvyYIAAAAJ,https://orcid.org/0000-0003-1709-3912,https://www.researchgate.net/profile/Katrina-R-Ellis,African American family health interventions; cancer prevention and survivorship; self and family management of multiple chronic conditions; racial and ethnic disparities in health; digital health; community-based participatory research,"Black or African American, Families and Family Dynamics, Health, Race and ethnicity, Disparities, Community based"
Larry M. Gant,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=bNvFpH4AAAAJ,https://orcid.org/0000-0001-9770-7480,https://www.researchgate.net/profile/Larry-Gant,"Program evaluation, social action, community-based health programs, mezzo practice and social planning; public health social work, international social work, arts-based community development, health disparities emerging from syndemic-structural interactions, e.g. HIV/AIDS, poverty, violence-related PTSD, and impoverished care access.","Program evaluation, Community based, Public health, International issues, Disparities, Health, HIV or AIDS, Poverty, Post Traumatic Stress Disorder (PTSD), Healthcare"
Giovanna (Odessa Gonzalez) Gonzalez Benson,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=pYZ6uhcAAAAJ,https://orcid.org/0000-0001-9707-4601,https://www.researchgate.net/profile/Odessa-Benson-2,"Refugee resettlement, refugee/migrant-led organizations, participatory approaches to urban governance and social services with refugees, state-civil society relations, critical policy studies","Refugees, Urban issues, Policy"
Lorraine M. Gutiérrez,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=yvE4PZIAAAAJ,https://orcid.org/0000-0003-2714-7005,https://www.researchgate.net/profile/Lorraine-Gutierrez,"Empowerment, oppressed groups, Latinos, social justice","Vulnerable populations, Empowerment, Social justice, Latinx"
Jaclynn M. Hawkins,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=dhYDja4AAAAJ,https://orcid.org/0000-0001-8132-790X,https://www.researchgate.net/profile/Jaclynn-Hawkins,"Identifying the causes of physical health disparities between Black men and non-Hispanic white men, and creating and evaluating diabetes health interventions with an emphasis on addressing the unique needs of Black men. ","Health, Disparities, Black or African American"
Lydia W. Li,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=Z2nNjfcAAAAJ,https://orcid.org/0000-0002-5601-7325,https://www.researchgate.net/profile/Lydia-Li-3,"Social isolation, depression, and suicide in older adults; ageism; cross-cultural gerontology; community-based interventions","Self harm and suicide, Aging, Cultural competence, Community based"
Jamie Mitchell,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=C7W3XWMAAAAJ&hl=en,,https://www.researchgate.net/profile/Jamie-Mitchell-8,"African American men's health; cancer health disparities, patient-provider communication; psychosocial well-being and family support; social determinants of health","Black or African American, Health, Disparities, Social determinants"
Sunggeun (Ethan) Park,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=3AZvpzAAAAAJ,https://orcid.org/0000-0001-8942-566X,https://www.researchgate.net/profile/Sunggeun-Park,"Human service organization, Nonprofit Strategy and Management, Client Engagement in Services, Empowerment Practice, Health Care Politics and Policy, Child Welfare Policy and Practices, Health Services and Access and Public-Private Collaboration","Nonprofit, Empowerment, Healthcare, Policy, Child welfare"
Rogério Meireles Pinto,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?hl=en&user=3XLfgw4AAAAJ,,https://www.researchgate.net/profile/Rogerio-Pinto,Implementation Science; HIV prevention; Oppressed Groups; Practitioners; International Research,"HIV or AIDS, Vulnerable populations, Disparities, Global perspectives"
Trina R. Shanks,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=0ryV6yoAAAAJ,https://orcid.org/0000-0002-3644-889X,https://www.researchgate.net/profile/Trina-Shanks,"Child well-being, asset building, 529 college education plans, SEED, Rhodes scholar, economic development","Economic issues, Education, Children and adolescents"
Robert Joseph Taylor,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=5yGwTWsAAAAJ,,,Informal social support networks of adult/elderly African Americans,"Aging, Black or African American"
Daphne C. Watkins,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=7as_MMIAAAAJ,https://orcid.org/0000-0002-6350-7891,https://www.researchgate.net/profile/Daphne-Watkins,Behavioral interventions; equity; marginalized groups; mixed methods; leadership development; strategy and efficiency; organizational structures,"Mental and behavioral health, Diversity Equity and Inclusion (DEI), Vulnerable populations"
Xiaoling Xiang,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=D9F_qcoAAAAJ,https://orcid.org/0000-0002-4926-4707,https://www.researchgate.net/profile/Xiaoling-Xiang-2,"Health services research, integrated care models, late-life mental health care, depression, chronic disease, comorbidity, aging in place, health disparities, implementation research","Health, Aging, Mental and behavioral health, Disparities"
Mieko Yoshihama,"University of Michigan, Ann Arbor",,,https://www.researchgate.net/scientific-contributions/Mieko-Yoshihama-9658954,"Violence against women, community organizing and participatory action research in immigrant and marginalized communities, theatre-based prevention, mental health.","Gender based violence, Community Engagement, Immigration, Vulnerable populations, Mental and behavioral health"
Anao Zhang,"University of Michigan, Ann Arbor",https://scholar.google.com/citations?user=AW8xAZAAAAAJ,https://orcid.org/0000-0002-3199-1113,https://www.researchgate.net/profile/Anao-Zhang,Health and mental health; Evidence-based practice; Psychosocial oncology; Social determinants of health; Integrated behavioral health; and Quantitative methods,"Health, Mental and behavioral health, Evidence based practice, Social determinants, Research methods"
Ashley N. Jackson,Washington University in St. Louis,https://scholar.google.com/citations?user=LTesfXkAAAAJ&hl=en,https://orcid.org/0000-0002-5908-4806,https://www.researchgate.net/profile/Ashley-Jackson-29,"Historical and contemporary patterns of police violence, the effects of police contact on psychological well-being, and legal and racial socialization in communities of color.","Policing, Mental and behavioral health, Violence, Wellbeing, Race and ethnicity"
Ruopeng An,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=uQxj230AAAAJ,https://orcid.org/0000-0001-9632-0209,https://www.researchgate.net/profile/Ruopeng-An-2,"Applications of artificial intelligence and big data analytics in public health
Environmental and policy influences on dietary behavior, physical activity, and obesity
Social and economic determinants of health","Technology, Health, Environmental issues, Policy, Social determinants, Economic issues"
Sheretta Butler-Barnes,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=Q-ay2ukAAAAJ,https://orcid.org/0000-0003-1871-5293,https://www.researchgate.net/profile/Sheretta-Butler-Barnes,"African American families
Risk and resilience
Racial justice in learning contexts
Gender and education
Religiosity","Black or African American, Risk and protective factors, Resilience, Race and ethnicity, Social justice, Education, Gender and sexuality, Faith and spirituality"
Leopoldo J. Cabassa,Washington University in St. Louis,https://scholar.google.com/citations?hl=en&user=_dDjKDgAAAAJ,https://orcid.org/0000-0002-1872-4141,,"Racial/ethnic disparities in health and mental health care
Implementation science
Integration of physical and mental health services
Mental health services","Race and ethnicity, Disparities, Mental and behavioral health, Health, "
